INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	STRING
38562007	5	62	7	756	244275	224905	ZhenYuanZH_4_12	魂元·百步穿杨	装备原有#G命中#W效果直接提升#G756#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有命中属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38562008	5	62	8	862	424505	469180	ZhenYuanZH_4_12	魂元·百步穿杨	装备原有#G命中#W效果直接提升#G862#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有命中属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38562009	5	62	9	968	0	893685	ZhenYuanZH_4_12	魂元·百步穿杨	装备原有#G命中#W效果直接提升#G968#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有命中属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38563001	5	63	1	40	100	1000	ZhenYuanZH_5_1	魂元·滑不沾衣	装备原有#G闪避#W效果直接提升#G40#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有闪避属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38563002	5	63	2	75	1485	1100	ZhenYuanZH_5_1	魂元·滑不沾衣	装备原有#G闪避#W效果直接提升#G75#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有闪避属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38563003	5	63	3	110	7585	2585	ZhenYuanZH_5_1	魂元·滑不沾衣	装备原有#G闪避#W效果直接提升#G110#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有闪避属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38563004	5	63	4	146	24455	10170	ZhenYuanZH_5_1	魂元·滑不沾衣	装备原有#G闪避#W效果直接提升#G146#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有闪避属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38563005	5	63	5	181	61025	34625	ZhenYuanZH_5_1	魂元·滑不沾衣	装备原有#G闪避#W效果直接提升#G181#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有闪避属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38563006	5	63	6	216	129255	95650	ZhenYuanZH_5_1	魂元·滑不沾衣	装备原有#G闪避#W效果直接提升#G216#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有闪避属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38563007	5	63	7	251	244275	224905	ZhenYuanZH_5_1	魂元·滑不沾衣	装备原有#G闪避#W效果直接提升#G251#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有闪避属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38563008	5	63	8	287	424505	469180	ZhenYuanZH_5_1	魂元·滑不沾衣	装备原有#G闪避#W效果直接提升#G287#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有闪避属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38563009	5	63	9	322	0	893685	ZhenYuanZH_5_1	魂元·滑不沾衣	装备原有#G闪避#W效果直接提升#G322#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有闪避属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38564001	5	64	1	1	100	1000	ZhenYuanZH_5_6	魂元·暴猛如焰	装备原有#G会心#W效果直接提升#G1#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有会心属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38564002	5	64	2	2	1485	1100	ZhenYuanZH_5_6	魂元·暴猛如焰	装备原有#G会心#W效果直接提升#G2#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有会心属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38564003	5	64	3	3	7585	2585	ZhenYuanZH_5_6	魂元·暴猛如焰	装备原有#G会心#W效果直接提升#G3#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有会心属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38564004	5	64	4	4	24455	10170	ZhenYuanZH_5_6	魂元·暴猛如焰	装备原有#G会心#W效果直接提升#G4#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有会心属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38564005	5	64	5	5	61025	34625	ZhenYuanZH_5_6	魂元·暴猛如焰	装备原有#G会心#W效果直接提升#G5#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有会心属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38564006	5	64	6	6	129255	95650	ZhenYuanZH_5_6	魂元·暴猛如焰	装备原有#G会心#W效果直接提升#G6#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有会心属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38564007	5	64	7	7	244275	224905	ZhenYuanZH_5_6	魂元·暴猛如焰	装备原有#G会心#W效果直接提升#G7#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有会心属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38564008	5	64	8	8	424505	469180	ZhenYuanZH_5_6	魂元·暴猛如焰	装备原有#G会心#W效果直接提升#G8#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有会心属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38564009	5	64	9	9	0	893685	ZhenYuanZH_5_6	魂元·暴猛如焰	装备原有#G会心#W效果直接提升#G9#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有会心属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38565001	5	65	1	1	100	1000	ZhenYuanZH_5_11	魂元·坚韧如岳	装备原有#G会心防御#W效果直接提升#G1#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有会心防御属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38565002	5	65	2	2	1485	1100	ZhenYuanZH_5_11	魂元·坚韧如岳	装备原有#G会心防御#W效果直接提升#G2#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有会心防御属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38565003	5	65	3	3	7585	2585	ZhenYuanZH_5_11	魂元·坚韧如岳	装备原有#G会心防御#W效果直接提升#G3#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有会心防御属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38565004	5	65	4	4	24455	10170	ZhenYuanZH_5_11	魂元·坚韧如岳	装备原有#G会心防御#W效果直接提升#G4#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有会心防御属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38565005	5	65	5	5	61025	34625	ZhenYuanZH_5_11	魂元·坚韧如岳	装备原有#G会心防御#W效果直接提升#G5#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有会心防御属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38565006	5	65	6	6	129255	95650	ZhenYuanZH_5_11	魂元·坚韧如岳	装备原有#G会心防御#W效果直接提升#G6#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有会心防御属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38565007	5	65	7	7	244275	224905	ZhenYuanZH_5_11	魂元·坚韧如岳	装备原有#G会心防御#W效果直接提升#G7#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有会心防御属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38565008	5	65	8	8	424505	469180	ZhenYuanZH_5_11	魂元·坚韧如岳	装备原有#G会心防御#W效果直接提升#G8#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有会心防御属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38565009	5	65	9	9	0	893685	ZhenYuanZH_5_11	魂元·坚韧如岳	装备原有#G会心防御#W效果直接提升#G9#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有会心防御属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38566001	5	66	1	20	100	1000	ZhenYuanZH_5_16	魂元·沉冰	装备原有#G冰攻击#W效果直接提升#G20#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有冰攻属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38566002	5	66	2	37	1485	1100	ZhenYuanZH_5_16	魂元·沉冰	装备原有#G冰攻击#W效果直接提升#G37#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有冰攻属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38566003	5	66	3	55	7585	2585	ZhenYuanZH_5_16	魂元·沉冰	装备原有#G冰攻击#W效果直接提升#G55#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有冰攻属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
